web_scraper_order,web_scraper_start_url,Type,prix,adresse,image
"1767359462-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2408789_uploaded_image1_1594145984.jpg"
"1767359462-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Jordan","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2408786_uploaded_image1_1594145954.jpg"
"1767359462-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures en Cuir","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2408130_uploaded_image1_1594138220.jpg"
"1767359462-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407925_uploaded_image2_1594136244.jpeg"
"1767359462-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407919_uploaded_image1_1594136173.jpg"
"1767359462-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407907_uploaded_image1_1594136031.jpg"
"1767359462-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures mixtes","15 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407502_uploaded_image1_1594131758.jpg"
"1767359462-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussure homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2407406_uploaded_image2_1594131017.jpeg"
"1767359462-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Espadrilles","2 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407155_uploaded_image1_1594128347.jpg"
"1767359462-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2406878_uploaded_image1_1594125454.jpg"
"1767359462-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2406847_uploaded_image1_1594125168.jpg"
"1767359462-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2406707_uploaded_image1_1594123519.jpg"
"1767359462-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales homme","6 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2405943_uploaded_image1_1594116120.jpg"
"1767359462-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","6 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2405877_uploaded_image1_1594115524.jpg"
"1767359462-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas Pharell","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405581_uploaded_image1_1594111769.jpg"
"1767359462-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF 1","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405573_uploaded_image1_1594111689.jpg"
"1767359462-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air 200","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405564_uploaded_image1_1594111628.jpg"
"1767359462-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404896_uploaded_image1_1594099527.jpg"
"1767359462-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Babouches homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404532_uploaded_image1_1594082221.jpg"
"1767359462-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404301_uploaded_image1_1594078880.jpg"
"1767359462-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Hommes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404289_uploaded_image1_1594078788.jpg"
"1767359462-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404279_uploaded_image1_1594078656.jpg"
"1767359462-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404255_uploaded_image1_1594078407.jpg"
"1767359462-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404252_uploaded_image1_1594078317.jpg"
"1767359462-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403907_uploaded_image1_1594072972.jpg"
"1767359462-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403902_uploaded_image1_1594072699.jpg"
"1767359462-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403897_uploaded_image1_1594072584.jpg"
"1767359462-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403881_uploaded_image1_1594072420.jpg"
"1767359462-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403879_uploaded_image1_1594072340.jpg"
"1767359462-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures hommes","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403783_uploaded_image1_1594070206.jpg"
"1767359462-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Air Adidas","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403616_uploaded_image1_1594067655.jpg"
"1767359462-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Air Zoom","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403609_uploaded_image1_1594067552.jpg"
"1767359462-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Tik tik","4 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403598_uploaded_image1_1594067476.jpg"
"1767359462-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures hommes","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401831_uploaded_image1_1594047272.jpg"
"1767359462-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures en cuir - marron et noir","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401510_uploaded_image1_1594043856.jpg"
"1767359462-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401156_uploaded_image1_1594039890.jpg"
"1767359462-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401148_uploaded_image1_1594039804.jpg"
"1767359462-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401142_uploaded_image1_1594039715.jpg"
"1767359462-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets homme","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2400735_uploaded_image1_1594034979.jpg"
"1767359462-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2400634_uploaded_image1_1594033763.jpg"
"1767359462-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2400370_uploaded_image1_1594030954.jpg"
"1767359462-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398700_uploaded_image1_1593993924.jpg"
"1767359462-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398699_uploaded_image1_1593993894.jpg"
"1767359462-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398684_uploaded_image1_1593993688.jpg"
"1767359462-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2398624_uploaded_image1_1593991841.jpg"
"1767359462-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398420_uploaded_image1_1593987726.jpg"
"1767359462-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales en cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398418_uploaded_image1_1593987686.jpg"
"1767359462-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales en cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398414_uploaded_image1_1593987640.jpg"
"1767359462-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398411_uploaded_image1_1593987603.jpg"
"1767359462-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike - originales","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2397822_uploaded_image1_1593976939.jpg"
"1767359462-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","17 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2397766_uploaded_image1_1593976151.jpg"
"1767359462-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","17 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2397761_uploaded_image1_1593976084.jpg"
"1767359462-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Homme","17 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2397752_uploaded_image1_1593976009.jpg"
"1767359462-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","17 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2397748_uploaded_image1_1593975922.jpg"
"1767359462-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Louboutin originaux","23 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2396994_uploaded_image1_1593963589.jpg"
"1767359462-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Reebok","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2396927_uploaded_image1_1593962568.jpg"
"1767359462-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Reebok","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2396925_uploaded_image1_1593962505.jpg"
"1767359462-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2396921_uploaded_image1_1593962432.jpg"
"1767359462-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2396626_uploaded_image1_1593957354.jpg"
"1767359462-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales homme","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2396439_uploaded_image1_1593954482.jpg"
"1767359462-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets homme","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2396338_uploaded_image1_1593953221.jpg"
"1767359462-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","24 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395834_uploaded_image1_1593944572.jpg"
"1767359462-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Force One","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395820_uploaded_image1_1593944372.jpg"
"1767359462-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Tennis Alexander Mc Queen","24 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395812_uploaded_image1_1593944238.jpg"
"1767359462-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan 4","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395787_uploaded_image1_1593943697.jpg"
"1767359462-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins daim","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2395602_uploaded_image1_1593940170.jpg"
"1767359462-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","17 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395568_uploaded_image2_1593939276.jpeg"
"1767359462-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","17 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395557_uploaded_image1_1593939096.jpg"
"1767359462-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2395547_uploaded_image1_1593938842.jpg"
"1767359462-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Homme","2 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2394370_uploaded_image1_1593899826.jpg"
"1767359462-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales homme","4 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2394357_uploaded_image1_1593899641.jpg"
"1767359462-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393300_uploaded_image1_1593879737.jpg"
"1767359462-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393291_uploaded_image1_1593879582.jpg"
"1767359462-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393276_uploaded_image1_1593879322.jpg"
"1767359462-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393270_uploaded_image1_1593879161.jpg"
"1767359462-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393224_uploaded_image1_1593878292.jpg"
"1767359462-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393222_uploaded_image1_1593878241.jpg"
"1767359462-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393208_uploaded_image1_1593877963.jpg"
"1767359462-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","23 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393202_uploaded_image1_1593877863.jpg"
"1767359462-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF 1","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393200_uploaded_image1_1593877834.jpg"
"1767359462-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393197_uploaded_image1_1593877805.jpg"
"1767359462-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393194_uploaded_image1_1593877766.jpg"
"1767359462-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Vapor Max","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393188_uploaded_image1_1593877705.jpg"
"1767359462-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2393184_uploaded_image1_1593877630.jpg"
"1767359486-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Adidas Gazelle","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424865_uploaded_image1_1594420718.jpg"
"1767359486-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Vapormax","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424864_uploaded_image1_1594420685.jpg"
"1767359486-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures All montantes","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424860_uploaded_image1_1594420643.jpg"
"1767359486-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike 270","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424858_uploaded_image1_1594420599.jpg"
"1767359486-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures LeBron james","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424857_uploaded_image1_1594420567.jpg"
"1767359486-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Air 200","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424851_uploaded_image1_1594420524.jpg"
"1767359486-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike 270","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424849_uploaded_image1_1594420485.jpg"
"1767359486-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Adidas pharell","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424843_uploaded_image1_1594420428.jpg"
"1767359486-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424838_uploaded_image1_1594420393.jpg"
"1767359486-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike under","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424837_uploaded_image1_1594420355.jpg"
"1767359486-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424833_uploaded_image1_1594420296.jpg"
"1767359486-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424829_uploaded_image1_1594420236.jpg"
"1767359486-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Shoxc","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424825_uploaded_image1_1594420191.jpg"
"1767359486-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Puma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424823_uploaded_image1_1594420157.jpg"
"1767359486-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Reebok","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424819_uploaded_image1_1594420123.jpg"
"1767359486-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike AF","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424814_uploaded_image1_1594420086.jpg"
"1767359486-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424811_uploaded_image1_1594420043.jpg"
"1767359486-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike AF 1","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424809_uploaded_image1_1594419995.jpg"
"1767359486-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424756_uploaded_image1_1594418695.jpg"
"1767359486-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Puma","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424570_uploaded_image1_1594414263.jpg"
"1767359486-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures wallabies","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424555_uploaded_image1_1594413903.jpg"
"1767359486-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Mocassin daim homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424552_uploaded_image1_1594413871.jpg"
"1767359486-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures  Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424548_uploaded_image1_1594413823.jpg"
"1767359486-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Wallabies","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2424545_uploaded_image1_1594413783.jpg"
"1767359486-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2424403_uploaded_image1_1594411622.jpg"
"1767359486-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Babouches hommes","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2423772_uploaded_image1_1594399515.jpg"
"1767359486-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Puma","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2422346_uploaded_image1_1594378268.jpg"
"1767359486-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Edge","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421891_uploaded_image1_1594372182.jpg"
"1767359486-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421008_uploaded_image1_1594339327.jpg"
"1767359486-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421006_uploaded_image1_1594339298.jpg"
"1767359486-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421003_uploaded_image1_1594339268.jpg"
"1767359486-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2421001_uploaded_image1_1594339238.jpg"
"1767359486-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420999_uploaded_image1_1594339209.jpg"
"1767359486-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420998_uploaded_image1_1594339177.jpg"
"1767359486-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420996_uploaded_image1_1594339142.jpg"
"1767359486-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike AF","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420666_uploaded_image1_1594332675.jpg"
"1767359486-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike 270","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420652_uploaded_image1_1594332423.jpg"
"1767359486-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420645_uploaded_image3_1594332308.jpeg"
"1767359486-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420613_uploaded_image1_1594331861.jpg"
"1767359486-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Jordan 34","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420611_uploaded_image1_1594331826.jpg"
"1767359486-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Reebok","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420598_uploaded_image1_1594331601.jpg"
"1767359486-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420588_uploaded_image1_1594331488.jpg"
"1767359486-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420585_uploaded_image1_1594331439.jpg"
"1767359486-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420581_uploaded_image1_1594331380.jpg"
"1767359486-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Puma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420573_uploaded_image1_1594331215.jpg"
"1767359486-130","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420566_uploaded_image2_1594331110.jpeg"
"1767359486-131","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420357_uploaded_image1_1594327824.jpg"
"1767359486-132","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets  Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2420351_uploaded_image1_1594327748.jpg"
